@relation Blob

@attribute NAD_NMD REAL
@attribute LCOM5 REAL
@attribute DataSize REAL
@attribute class {0,1}

@Data
3.0,0.0,0,0
11.0,1.2,0,0
7.0,0.0,0,0
5.0,2.0,0,0
7.0,2.0,0,0
1.0,0.0,0,0
7.0,1.25,0,0
20.0,1.0909090909090908,0,0
8.0,1.25,0,0
9.0,1.2,0,0
19.0,1.0757575753060253,0,0
14.0,1.0571428558656148,0,0
8.0,1.3333333333333333,0,0
15.0,1.1428571428571428,0,0
11.0,1.1666666666666667,0,0
21.0,1.0256410241127014,0,0
16.0,0.0,0,0
4.0,0.0,0,0
5.0,1.5,0,0
6.0,1.5,0,0
6.0,1.5,0,0
15.0,1.1428571417927742,0,0
3.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
22.0,1.0799999997019767,0,0
18.0,1.1111111108745848,0,0
4.0,2.0,0,0
8.0,1.25,0,0
5.0,2.0,0,0
3.0,0.0,0,0
7.0,1.5,0,0
14.0,1.125,0,0
11.0,1.1666666666666667,0,0
19.0,1.041666666045785,0,0
8.0,2.0,0,0
20.0,1.0666666666666667,0,0
16.0,1.05,0,0
2.0,0.0,0,0
4.0,0.0,0,0
11.0,1.0555555522441864,0,0
4.0,0.0,0,0
10.0,1.1666666666666667,0,0
2.0,0.0,0,0
13.0,1.0714285714285714,0,0
5.0,0.0,0,0
7.0,1.25,0,0
3.0,0.0,0,0
11.0,1.15,0,0
2.0,0.0,0,0
10.0,1.1666666666666667,0,0
2.0,0.0,0,0
11.0,1.4285714253783226,0,0
2.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
11.0,1.0,0,0
18.0,0.8888888830939928,0,0
17.0,1.125,0,0
50.0,1.0069444444444444,0,0
10.0,0.0,0,0
26.0,1.1160714281722903,0,0
37.0,0.0,0,0
41.0,1.0139860132565865,0,0
8.0,0.0,0,0
12.0,0.0,0,0
1.0,0.0,0,0
6.0,1.5,0,0
6.0,1.5,0,0
11.0,0.0,0,0
3.0,0.0,0,0
7.0,1.5,0,0
3.0,0.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
18.0,0.0,0,0
10.0,1.1666666666666667,0,0
4.0,0.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
3.0,0.0,0,0
5.0,0.0,0,0
7.0,0.0,0,0
14.0,0.0,0,0
16.0,0.0,0,0
10.0,1.2,0,0
16.0,1.0909090909090908,0,0
5.0,2.0,0,0
13.0,1.125,0,0
27.0,1.0476190472642581,0,0
8.0,1.25,0,0
27.0,1.0476190476190477,0,0
11.0,0.0,0,0
17.0,1.0681818181818181,0,0
9.0,0.0,0,0
8.0,1.5,0,0
7.0,1.5,0,0
21.0,1.1136363632977009,0,0
22.0,1.2,0,0
24.0,1.125,0,0
14.0,1.1428571428571428,0,0
7.0,0.0,0,0
9.0,1.2,0,0
21.0,1.0666666666666667,0,0
3.0,0.0,0,0
10.0,1.1875,0,0
24.0,1.0909090909090908,0,0
26.0,1.0588235294117647,0,0
63.0,1.0366666666418314,0,0
20.0,1.1111111111111112,0,0
8.0,1.25,0,0
12.0,1.25,0,0
12.0,1.1904761840899785,0,0
11.0,1.5,0,0
9.0,1.2,0,0
20.0,1.0769230769230769,0,0
2.0,0.0,0,0
3.0,0.0,0,0
7.0,2.0,0,0
6.0,1.5,0,0
2.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
10.0,2.0,0,0
11.0,1.1499999985098839,0,0
10.0,1.1428571428571428,0,0
3.0,0.0,0,0
6.0,2.0,0,0
7.0,1.1666666567325592,0,0
4.0,0.0,0,0
2.0,0.0,0,0
11.0,1.0,0,0
5.0,0.0,0,0
4.0,0.0,0,0
5.0,0.0,0,0
25.0,1.0769230769230769,0,0
74.0,1.0192307692307692,0,0
6.0,1.5,0,0
3.0,0.0,0,0
4.0,0.0,0,0
4.0,0.0,0,0
6.0,1.5,0,0
5.0,0.0,0,0
17.0,1.1599999994039536,0,0
4.0,2.0,0,0
8.0,1.125,0,0
9.0,1.1666666666666667,0,0
12.0,0.875,0,0
8.0,1.25,0,0
2.0,0.0,0,0
21.0,1.0714285714285714,0,0
7.0,1.5,0,0
6.0,0.0,0,0
5.0,0.0,0,0
7.0,1.5,0,0
15.0,1.15,0,0
8.0,1.2222222189108531,0,0
4.0,0.0,0,0
6.0,0.9999999701976776,0,0
15.0,0.9999999957425254,0,0
6.0,0.9999999701976776,0,0
3.0,0.0,0,0
3.0,0.0,0,0
4.0,0.0,0,0
8.0,1.5,0,0
25.0,1.0833333333333333,0,0
8.0,1.75,0,0
10.0,1.25,0,0
8.0,0.0,0,0
3.0,0.0,0,0
1.0,0.0,0,0
8.0,1.25,0,0
5.0,1.5,0,0
5.0,1.5,0,0
11.0,0.9166666666666666,0,0
5.0,1.5,0,0
5.0,1.5,0,0
5.0,1.5,0,0
10.0,1.0,0,0
5.0,1.5,0,0
6.0,0.0,0,0
5.0,2.0,0,0
4.0,2.0,0,0
2.0,0.0,0,0
5.0,0.0,0,0
3.0,0.0,0,0
20.0,1.046153845695349,0,0
3.0,0.0,0,0
2.0,0.0,0,0
7.0,1.3333333333333333,0,0
12.0,0.9047618976661137,0,0
3.0,0.0,0,0
4.0,0.0,0,0
10.0,0.0,0,0
15.0,1.15,0,0
4.0,0.0,0,0
12.0,1.25,0,0
4.0,2.0,0,0
2.0,0.0,0,0
5.0,0.0,0,0
9.0,1.2,0,0
3.0,0.0,0,0
1.0,0.0,0,0
1.0,0.0,0,0
6.0,2.0,0,0
6.0,1.5,0,0
30.0,1.0884353731359755,0,0
4.0,2.0,0,0
4.0,2.0,0,0
24.0,1.1647058822214604,0,0
12.0,1.1111111111111112,0,0
4.0,2.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
3.0,0.0,0,0
5.0,2.0,0,0
2.0,0.0,0,0
4.0,2.0,0,0
12.0,1.2,0,0
4.0,2.0,0,0
13.0,1.2916666666666667,0,0
5.0,1.5,0,0
9.0,1.1666666666666667,0,0
10.0,0.0,0,0
4.0,2.0,0,0
5.0,2.0,0,0
8.0,1.3333333333333333,0,0
3.0,0.0,0,0
4.0,0.0,0,0
4.0,2.0,0,0
4.0,2.0,0,0
3.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
4.0,2.0,0,0
5.0,2.0,0,0
3.0,0.0,0,0
4.0,2.0,0,0
5.0,2.0,0,0
5.0,2.0,0,0
3.0,0.0,0,0
4.0,2.0,0,0
8.0,1.25,0,0
17.0,1.1666666666666667,0,0
23.0,1.1666666666666667,0,0
5.0,0.0,0,0
7.0,1.1666666567325592,0,0
6.0,1.6666666567325592,0,0
2.0,0.0,0,0
12.0,1.3333333333333333,0,0
6.0,2.0,0,0
3.0,0.0,0,0
3.0,0.0,0,0
6.0,2.0,0,0
5.0,1.5,0,0
9.0,1.3333333333333333,0,0
7.0,2.0,0,0
4.0,2.0,0,0
9.0,1.2,0,0
9.0,0.0,0,0
7.0,2.0,0,0
4.0,2.0,0,0
7.0,1.25,0,0
10.0,1.2,0,0
7.0,1.25,0,0
10.0,1.2,0,0
3.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
13.0,1.0999999990065892,0,0
3.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
2.0,0.0,0,0
8.0,2.0,0,0
9.0,2.0,0,0
5.0,0.0,0,0
5.0,2.0,0,0
9.0,0.0,0,0
11.0,0.0,0,0
7.0,2.0,0,0
7.0,1.3333333333333333,0,0
7.0,0.0,0,0
10.0,1.3333333333333333,0,0
16.0,1.095238093818937,0,0
9.0,1.0833333333333333,0,0
5.0,0.0,0,0
4.0,0.0,0,0
3.0,0.0,0,0
3.0,0.0,0,0
12.0,0.9523809467043195,0,0
2.0,0.0,0,0
16.0,1.0833333333333333,0,0
4.0,2.0,0,0
3.0,0.0,0,0
16.0,1.125,0,0
4.0,0.0,0,0
10.0,1.0,0,0
10.0,0.0,0,0
2.0,0.0,0,0
4.0,2.0,0,0
6.0,1.25,0,0
2.0,0.0,0,0
3.0,0.0,0,0
8.0,1.0,0,0
4.0,0.0,0,0
22.0,1.0444444440305234,0,0
9.0,1.5,0,0
7.0,0.0,0,0
2.0,0.0,0,0
6.0,2.0,0,0
22.0,1.4722222220152617,0,0
2.0,0.0,0,0
10.0,1.3333333333333333,0,0
4.0,2.0,0,0
17.0,1.3333333333333333,0,0
17.0,1.0909090909090908,0,0
22.0,1.1,0,0
16.0,0.9777777757909563,0,0
18.0,0.9636363617398522,0,0
9.0,1.5,0,0
31.0,1.0526315789473684,0,0
19.0,0.9499999980131785,0,0
21.0,1.25,0,0
14.0,1.0857142848627908,0,0
6.0,1.5,0,0
3.0,0.0,0,0
2.0,0.0,0,0
11.0,0.0,0,0
3.0,0.0,0,0
14.0,0.25,0,0
14.0,0.25,0,0
9.0,1.5,0,0
16.0,1.066666665673256,0,0
12.0,1.0399999976158143,0,0
35.0,1.0476190476190477,0,0
7.0,1.3333333333333333,0,0
3.0,0.0,0,0
8.0,1.25,0,0
7.0,0.25,0,0
2.0,0.0,0,0
9.0,1.2,0,0
9.0,0.16666666666666666,0,0
4.0,1.0,0,0
10.0,1.2,0,0
3.0,0.0,0,0
12.0,1.1428571428571428,0,0
3.0,0.0,0,0
9.0,1.25,0,0
4.0,1.0,0,0
13.0,0.708333320915699,0,0
9.0,1.25,0,0
4.0,1.0,0,0
3.0,0.0,0,0
37.0,1.0303030303030303,0,0
18.0,0.06666666666666667,0,0
13.0,0.2,0,0
38.0,1.0294117647058822,0,0
18.0,0.06666666666666667,0,0
13.0,1.1666666666666667,0,0
13.0,0.2,0,0
10.0,1.2,0,0
4.0,1.0,0,0
14.0,0.7037036915620168,0,0
12.0,1.1428571428571428,0,0
3.0,0.0,0,0
5.0,2.0,0,0
22.0,1.0588235294117647,0,0
3.0,0.0,0,0
10.0,0.8333333333333334,0,0
5.0,2.0,0,0
13.0,1.0,0,0
20.0,1.2444444398085277,0,0
22.0,0.9880952356117112,0,0
3.0,0.0,0,0
2.0,0.0,0,0
12.0,1.0,0,0
35.0,1.032258064516129,0,0
3.0,0.0,0,0
7.0,0.0,0,0
6.0,1.5,0,0
6.0,0.0,0,0
6.0,1.3333333333333333,0,0
3.0,0.0,0,0
5.0,0.0,0,0
5.0,2.0,0,0
7.0,2.0,0,0
6.0,1.5,0,0
6.0,1.5,0,0
11.0,1.1428571428571428,0,0
5.0,2.0,0,0
12.0,1.1428571428571428,0,0
5.0,2.0,0,0
5.0,2.0,0,0
15.0,1.2333333318432171,0,0
6.0,0.6666666666666666,0,0
24.0,1.0777777772810724,0,0
3.0,0.0,0,0
10.0,1.1666666666666667,0,0
38.0,1.125,0,0
8.0,1.5,0,0
8.0,0.0,0,0
28.0,0.782608695652174,0,0
6.0,0.0,0,0
19.0,1.0833333333333333,0,0
3.0,0.0,0,0
2.0,0.0,0,0
8.0,1.25,0,0
12.0,1.25,0,0
4.0,2.0,0,0
14.0,1.0740740729702845,0,0
7.0,0.0,0,0
35.0,1.0673076923076923,0,0
4.0,0.0,0,0
3.0,0.0,0,0
11.0,1.0,0,0
19.0,1.0833333333333333,0,0
8.0,1.25,0,0
4.0,0.0,0,0
21.0,1.1428571428571428,0,0
32.0,1.0175438586034273,0,0
4.0,0.0,0,0
14.0,1.0999999990065892,0,0
5.0,0.0,0,0
7.0,0.25,0,0
5.0,2.0,0,0
4.0,0.0,0,0
13.0,1.125,0,0
11.0,1.1428571428571428,0,0
8.0,1.0,0,0
9.0,1.5,0,0
11.0,1.2,0,0
7.0,1.25,0,0
9.0,1.5,0,0
8.0,1.3333333333333333,0,0
4.0,2.0,0,0
6.0,1.5,0,0
2.0,0.0,0,0
1.0,0.0,0,0
2.0,0.0,0,0
1.0,0.0,0,0
7.0,1.3333333333333333,0,0
7.0,1.3333333333333333,0,0
7.0,1.3333333333333333,0,0
10.0,1.2,0,0
16.0,1.125,0,0
5.0,1.5,0,0
16.0,1.1,0,0
15.0,1.0909090909090908,0,0
21.0,1.0428571424313955,0,0
18.0,1.0545454540035941,0,0
11.0,1.1428571428571428,0,0
14.0,0.0,0,0
12.0,1.125,0,0
16.0,1.0303030284968289,0,0
4.0,0.0,0,0
7.0,1.5,0,0
2.0,0.0,0,0
7.0,1.5,0,0
8.0,2.0,0,0
3.0,0.0,0,0
43.0,1.037037037037037,0,0
14.0,0.0,0,0
18.0,1.078125,0,0
16.0,1.3333333333333333,0,0
5.0,1.5,0,0
8.0,1.25,0,0
159.0,1.0059588298621311,0,0
8.0,1.3333333333333333,0,0
16.0,0.7575757476416501,0,0
16.0,0.0,0,0
29.0,1.0416666666666667,0,0
28.0,0.0,0,0
10.0,1.1666666666666667,0,0
33.0,0.7820512744096609,0,0
34.0,0.0,0,0
17.0,1.119999998807907,0,0
11.0,1.0666666626930237,0,0
13.0,1.2,0,0
32.0,1.027149320087012,0,0
2.0,0.0,0,0
7.0,1.5,0,0
11.0,1.1666666666666667,0,0
3.0,0.0,0,0
2.0,0.0,0,0
7.0,1.3333333333333333,0,0
11.0,0.8499999940395355,0,0
7.0,0.9999999850988388,0,0
10.0,1.2,0,0
3.0,0.0,0,0
2.0,0.0,0,0
6.0,1.5,0,0
4.0,2.0,0,0
7.0,1.5,0,0
11.0,1.1666666666666667,0,0
3.0,0.0,0,0
2.0,0.0,0,0
8.0,1.3333333333333333,0,0
15.0,1.1,0,0
3.0,0.0,0,0
2.0,0.0,0,0
6.0,1.3333333333333333,0,0
9.0,1.25,0,0
6.0,1.5,0,0
4.0,2.0,0,0
9.0,1.25,0,0
9.0,1.2,0,0
15.0,1.0571428558656148,0,0
27.0,1.0454545454545454,0,0
15.0,1.1428571428571428,0,0
13.0,1.1111111111111112,0,0
11.0,1.1111111094554265,0,0
18.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
3.0,0.0,0,0
2.0,0.0,0,0
9.0,1.1999999955296516,0,0
3.0,0.0,0,0
3.0,0.0,0,0
4.0,2.0,0,0
7.0,1.5,0,0
3.0,0.0,0,0
18.0,1.0357142817229033,0,0
5.0,2.0,0,0
5.0,1.0,0,0
11.0,1.1111111094554265,0,0
3.0,0.0,0,0
13.0,1.133333332836628,0,0
14.0,0.9999999962747097,0,0
15.0,1.1428571417927742,0,0
15.0,1.0249999985098839,0,0
9.0,0.0,0,0
7.0,1.25,0,0
3.0,0.0,0,0
13.0,1.125,0,0
6.0,2.0,0,0
10.0,1.25,0,0
8.0,1.5,0,0
11.0,1.2,0,0
19.0,1.1111111111111112,0,0
16.0,1.0833333333333333,0,0
3.0,0.0,0,0
2.0,0.0,0,0
4.0,2.0,0,0
7.0,1.0,0,0
5.0,1.0,0,0
3.0,0.0,0,0
5.0,2.0,0,0
5.0,2.0,0,0
11.0,1.1428571428571428,0,0
2.0,0.0,0,0
8.0,1.3333333333333333,0,0
75.0,1.0151515151515151,0,0
5.0,2.0,0,0
7.0,0.0,0,0
13.0,1.125,0,0
11.0,1.1428571428571428,0,0
19.0,1.0769230769230769,0,0
9.0,0.0,0,0
3.0,0.0,0,0
8.0,1.5,0,0
16.0,1.1,0,0
6.0,1.3333333333333333,0,0
6.0,1.5,0,0
4.0,0.0,0,0
5.0,0.0,0,0
3.0,0.0,0,0
8.0,1.5,0,0
4.0,2.0,0,0
5.0,2.0,0,0
